origen;url;titulo;precio;moneda;marca;modelo;hp_motor;anio;formas_pago;ubicacion;condicion;descripcion;precio_nor
Agrofy;https://www.agrofy.com.ar/tractor-agrinar-t-180-4-a-o-2007-180-hp.html;Tractor Agrinar T 180-4 Año 2007 180 Hp;55000;U$;Agrinar;180;180.0;2007.0;Entrega + Financiación, Cuotas, Cheques, Acepta canje, A Convenir.;San Jose de la Esquina, Santa Fe;Usado;"TRACTOR AGRINAR T180-4 A&Ntilde;O 2007, MOTOR PERKINS 180 HP CON 7900 HS, DOBLE TRACCI&Oacute;N, RODADOS DUALES 18-4X38"", CABINA ORIGINAL CON AIRE ACONDICIONADO, CIRCUITO HIDR&Aacute;ULICO CENTRO ABIERTO. EXCELENTE ESTADO GENERAL. DISPONIBLE PARA ENTREGA INMEDIATA. PRECIO M&Aacute;S IVA 10,5%.";55000.0
Agrofy;https://www.agrofy.com.ar/tractor-articulado-580-bravo-pauny-260-hp.html;Tractor Articulado 580 Bravo Pauny 260 Hp;111500;U$;Pauny;580;260.0;;Entrega + Financiación, Cuotas, Cheques, Acepta canje, A Convenir.;Capitán Sarmiento, Buenos Aires;Usado;Tractor articulado Pauny 580 Bravo 260 HP, rodado 18,4 x38 duales 8000 hs. impecable U$S 111.500 + IVA (10,5%) Consulte formas de pago sin compromiso.;111500.0
Agrofy;https://www.agrofy.com.ar/john-deere-6170-r.html;John Deere 6170 R;128000;U$;John Deere;6170;;;Entrega + Financiación.;Tandil, Buenos Aires;Usado;"Caja de cambios: Semi-powershift (PowerQuad / AutoQuad EcoShift) Velocidad m&aacute;xima: 40 km/h Equipamiento Elevador delantero (relevage avant) Puente delantero suspendido (TLS) Frenos neum&aacute;ticos Aire acondicionado Neum&aacute;ticos Delanteros: 480/70R30 &ndash; desgaste 70% Traseros: 620/70R42 &ndash; desgaste 70%";128000.0
Agrofy;https://www.agrofy.com.ar/tractor-usado-premium-el-clasico-fiat-400e-50hp.html;Tractor Usado Premium El Clásico Fiat 400E - 50Hp;10000;U$;Fiat;400E;50.0;1977.0;Entrega + Financiación, A Convenir.;Resistencia, Chaco;Usado;"Tractor USADO Premium cl&aacute;sico Fiat 400 E ✅ A&ntilde;o 1977 ✅ 50 HP ✅ 3 punto ✅ Toma de fuerza ✅ Instalaci&oacute;n el&eacute;ctrica nueva ✅ Estado general 8/9 puntos 📦 Capacitaci&oacute;n + Service + Repuestos 🚚 &iexcl;Env&iacute;os a todo el pa&iacute;s! 💰 Financiaci&oacute;n en PESOS ⚡ Entrega inmediata 📲 Consultanos ahora 👉 𝗧𝗭𝗔𝗗𝗜𝗞 &ndash; 𝗘𝗟 𝗠𝗘𝗝𝗢𝗥 𝗣𝗥𝗘𝗖𝗜𝗢 𝗗𝗘𝗟 𝗠𝗘𝗥𝗖𝗔𝗗𝗢";10000.0
Agrofy;https://www.agrofy.com.ar/valtra-bh-140-rodado-radial-nuevo-doble-embrague.html;Valtra Bh 140 - Rodado Radial Nuevo - Doble Embrague;63000;U$;Valtra;140;;;Entrega + Financiación, Cheques, Acepta canje.;Tres Arroyos, Buenos Aires;Nuevo;"Rodado radial nuevo 600/65 R38. Doble embrague con toma de fuerza 540/1000. Motor en excelente funcionamiento, no consume aceite ni agua. Equipado con Viesa, Vig&iacute;a y frenos operativos. Buen estado general.";63000.0
Agrofy;https://www.agrofy.com.ar/tractor-agco-alis-6-190-a-190hp-usado.html;Tractor Agco Alis 6.190 A 190HP año 2007 Usado;70000;U$;Agco Allis;6190;190.0;2007.0;A Convenir.;General Cabrera, Córdoba;Usado;"Tractor Agco Alis 6.190 A a&ntilde;o 2007 Usado Tractor agr&iacute;cola de 190 HP con doble tracci&oacute;n, ideal para labores demandantes. 💡 Especificaciones T&eacute;cnicas: Marca: Agco Alis Modelo: 6.190 A Condici&oacute;n: Usado Potencia: 190 HP Tracci&oacute;n: Doble (4x4) Tipo: Tractor para labores pesadas ✅ Caracter&iacute;sticas Destacadas: Alta potencia (190 HP) para implementos pesados Doble tracci&oacute;n para terrenos dif&iacute;ciles Tecnolog&iacute;a moderna y cabina comfort Ideal para siembra directa, labranza y equipos grandes 💰 Condici&oacute;n Comercial: El precio no incluye IVA";70000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-a-70-70hp-usado.html;Tractor Deutz A 70HP año 1990 Usado;15000;U$;Deutz- Fahr;70HP;70.0;1990.0;A Convenir.;General Cabrera, Córdoba;Usado;"Tractor Deutz A 70 a&ntilde;o 1990 Usado Tractor agr&iacute;cola de 70 HP , marca Deutz, conocido por su eficiencia y durabilidad. 💡 Especificaciones T&eacute;cnicas: Marca: Deutz Modelo: A 70 Condici&oacute;n: Usado Potencia: 70 HP Tracci&oacute;n: Simple (2WD) Tipo: Tractor para labores medias ✅ Caracter&iacute;sticas Destacadas: Motor Deutz confiable y econ&oacute;mico en consumo 70 HP para implementos medianos (pulverizadoras, sembradoras) Dise&ntilde;o robusto y f&aacute;cil mantenimiento Ideal para labranza ligera, pulverizaci&oacute;n y transporte 💰 Condici&oacute;n Comercial: El precio no incluye IVA";15000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-540-disponible-balcarce-365113.html;Tractor Pauny 540, Disponible, Balcarce;89500;U$;Pauny;540;;;A Convenir.;Balcarce, Buenos Aires;Usado;"Tractor Pauny 540 con 3500 hs, (motor y caja reparado), Rodado 18.4x 38 Dual , Centro cerrado. &iexcl;Buen estado General! &iexcl;DISPONIBLE!";89500.0
Agrofy;https://www.agrofy.com.ar/massey-ferguson-1195-366944.html;Massey Ferguson 1195;23000;U$;Massey Ferguson;1195;115.0;;Financiado, Cheques, Acepta canje, A Convenir.;Capitán Sarmiento, Buenos Aires;Usado;Tractor Massey Ferguson 1195, motor Perkins 6 cilindros 115hp, doble salida y direccion hidraulica,doble embrague, cubierta trasera 23,1 x 30,sin cabina, muy bueno. U$S 23.000 Dolar oficial vendedor Banco Nacion Precio mas iva 10,5% Consulte sin compromiso estamos para asesorarlo;23000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-250-a-373694.html;Tractor Pauny 250 A;65000;U$;Pauny;250;160.0;;A Convenir.;Cañada de Gomez, Santa Fe;Usado;"Tractor marca Pauny 250 A 160 hp Doble traccion Hidr&aacute;ulico centro cerrado Dos cubiertas nuevas delanteras. traseras 24,5x32 en perfectas condiciones. Cabina con climatic. vigia";65000.0
Agrofy;https://www.agrofy.com.ar/tractor-fahr-400.html;Tractor Fahr 400;4400;U$;Deutz- Fahr;400;50.0;;Financiado, Cheques, Acepta canje, A Convenir.;Capitán Sarmiento, Buenos Aires;Usado;Tractor Fahr D400, motor de 50hp, con toma de fuerza. U$S 4400 Dolar oficial vendedor Banco Nacion Precio mas iva 10,5% Consulte sin compromiso estamos para asesorarlo;4400.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-4530-375403.html;Tractor John Deere 4530;33000;U$;John Deere;4530;160.0;;Entrega + Financiación, A Convenir.;Los Toldos, Buenos Aires;Usado;"🚜 TRACTOR JOHN DEERE 4530 &mdash; &iexcl;Pura potencia y confianza verde! 💪 👉 160 HP de fuerza 👉 Tracci&oacute;n simple 👉 Comando hidr&aacute;ulico y toma de fuerza 👉 Ideal para contratistas, productores y tareas pesadas en el campo 💰 Valor: u$s 33.000 (d&oacute;lar oficial) 📆 Financiaci&oacute;n disponible: 50% y 3 trimestres 📍 Ubicaci&oacute;n: Los Toldos 📲 Consultas y ventas: 2364-325318 🟢 &iexcl;No dejes pasar esta oportunidad de llevarte un cl&aacute;sico confiable de John Deere! #TractorJohnDeere #AgroVentas #CampoArgentino #MaquinariaAgricola #AgroNegocios #TractoresUsados #MaquinariasDelCampo #LosToldos #JohnDeere #Tractor #VentasAgro #FinanciacionAgro #OportunidadAgro #lpmagro";33000.0
Agrofy;https://www.agrofy.com.ar/tractor-case-ih-magnum-315-4wd-rod-dual-del-y-tras.html;Tractor Case Ih Magnum 315 4Wd Rod. Dual 2017;190000;U$;Case IH;315;315.0;2017.0;A Convenir.;Venado Tuerto, Santa Fe;Usado;"Tractor Case IH Magnum 315 - M&aacute;xima Tracci&oacute;n y Potencia (2017) Tractor Case IH Magnum 315 del 2017. La evoluci&oacute;n del cl&aacute;sico, con 315 HP y la m&aacute;xima tracci&oacute;n gracias a su configuraci&oacute;n de rodado dual DELANTERO Y TRASERO. Esto le proporciona un agarre inigualable en condiciones de suelo dif&iacute;ciles. Equipado con piloto autom&aacute;tico. Su motor tiene 13.000 horas totales, pero con s&oacute;lo 1.500 horas de uso desde su reparaci&oacute;n, lo que le brinda una expectativa de vida extendida. Una m&aacute;quina top de l&iacute;nea. 💡 Puntos Destacados: Modelo: Case IH Magnum 315 A&ntilde;o: 2017 | Horas: 13.000 hs (1.500 hs desde reparaci&oacute;n) Potencia: 315 HP Tracci&oacute;n: 4WD (Doble) | Chasis: Articulado Rodado: Dual Delantero y Trasero (M&aacute;xima flotaci&oacute;n y tracci&oacute;n) Tecnolog&iacute;a: Piloto Autom&aacute;tico Estado: Muy Bueno (Motor reparado)";190000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-evo-540c-2014.html;Tractor Pauny Evo 540C 2014;85000;U$;Pauny;540C;240.0;2014.0;Entrega + Financiación, Financiado, A Convenir.;Totoras, Santa Fe;Usado;"🚜 Tractor Pauny EVO 540c ✅ 240 HP de fuerza imparable 📆 A&ntilde;o 2014 &ndash; ⏱ Solo 7400 hs 💸 Valor: U$S 85.000 📆 &iexcl;Pagalo en hasta 2 a&ntilde;os! Ubicado en Totoras, Santa Fe 📍 📲 Consultanos al 2364-325318 y llevate una m&aacute;quina que rinde de verdad. 🔧 Ideal para contratistas, productores o quienes buscan una soluci&oacute;n confiable y lista para trabajar. 👇 Escribinos por WhatsApp para m&aacute;s info o fotos adicionales. #TractorPauny #MaquinariaAgr&iacute;cola #TractorUsado #CampoArgentino #PaunyEVO #AgroArgentina #Totoras #SantaFeRural #LPMAgro #lpmagro";85000.0
Agrofy;https://www.agrofy.com.ar/tractor-110hp-con-533-horas.html;Tractor Case 110Hp Seminuevo;60000;U$;Case IH;110Hp;110.0;2021.0;Cheques, A Convenir.;Capitán Sarmiento, Buenos Aires;Usado;"Tractor Case 110 JX, Farmall a&ntilde;o 2021, 110hp, con 533 horas,patentado. Caracter&iacute;sticas principales Motor: Di&eacute;sel turbocargado, entrega 110 caballos de fuerza (HP) y est&aacute; dise&ntilde;ado para un alto torque a bajas revoluciones. Transmisi&oacute;n: Mec&aacute;nica, con 12 marchas hacia adelante y 12 hacia atr&aacute;s, con un inversor mec&aacute;nico-hidr&aacute;ulico que permite cambiar la direcci&oacute;n sin detener la m&aacute;quina. Tracci&oacute;n: Integral (4x4) con bloqueo de diferencial mec&aacute;nico. Sistema hidr&aacute;ulico: De centro abierto con bomba y dos salidas de control remoto para operar implementos hidr&aacute;ulicos. Levante: De 3 puntos, Categor&iacute;a I-II, con un sistema de control mec&aacute;nico y capacidad de levante de 3.565 kg. Cabina: Con aire acondicionado, volante ajustable en inclinaci&oacute;n, y asiento con suspensi&oacute;n. Rodados: Rodados delanteros 14.9Rx24 y traseros 18.4Rx34. Toma de Fuerza (TDP): Independiente de accionamiento mec&aacute;nico, con velocidades de 540/1.000 rpm. Dise&ntilde;o y comodidad Dise&ntilde;o: Moderno y compacto, con un dise&ntilde;o aerodin&aacute;mico para una buena visibilidad. Comodidad del operador: Asiento c&oacute;modo, ajustable en altura y con suspensi&oacute;n neum&aacute;tica, volante ajustable y aire acondicionado para largas jornadas de trabajo. Tecnolog&iacute;a y mantenimiento Sistema de monitoreo: Incluye un tac&oacute;metro para revoluciones por minuto y un contador digital de horas de uso del motor. Filtro de alto rendimiento: Para proteger el motor de part&iacute;culas y asegurar un &oacute;ptimo funcionamiento. Fabricaci&oacute;n: Este modelo es fabricado en Turqu&iacute;a. Usos y aplicaciones Versatilidad: Ideal para una amplia variedad de labores agr&iacute;colas, como siembra, arado, fumigaci&oacute;n, y tareas de campo en general. Adecuado para: Fincas medianas y grandes, por su potencia y tama&ntilde;o. U$S 60.000 Dolar oficial vendedor Banco Nacion Precio final con iva 10,5% + 3% comision No se permuta Su consulta no molesta estamos para asesorarlo";60000.0
Agrofy;https://www.agrofy.com.ar/tractor-rd504f-60hp-4x4-compacto.html;Tractor Rd504F 60Hp 4X4 Compacto;22000;U$;Chery;Rd504F;60.0;;Entrega + Financiación, Cuotas, Financiado, Descuento efectivo, Cheques, Tasa en Pesos.;Gaiman, Chubut;Usado;"TRACTOR COMPACTO, IDEAL VI&Ntilde;A, CEREZAL, INVERNADERO, ETC....COMPACTO, VERSATIL Y RESISTENTE A LAS CONDICONES M&Aacute;S EXIGENTES...DECENAS DE UNIDADES VENDIDAS EN LA ZONA HABLAN DE LA CONFIABILIDAD DE ESTA UNIDAD. DETALLES T&Eacute;CNICOS Tracci&oacute;n Doble 4x4 Motor Diesel 4 cilindros, 4 tiempos, inyeccion directa. Refriegerado por agua. Tecnolog&iacute;a Perkins Potencia: 58 hp Desplazamiento: 1833 cm3 Cap. de tanque de combustible: 55L Freno principal: Disco seco Capacidad de levante a 610mm: 833 kg POSIBILIDAD DE FINANCIAR EN HASTA 72 CUOTAS (TASA UVA, PRENDARIO SANTANDER) MEJORAMOS TODO PRESUPUESTO, NO DUDES EN CONSULTAR... 1133625676 / 2804559835";22000.0
Agrofy;https://www.agrofy.com.ar/tractor-case-ih-magnum-290-4wd-dual-2012.html;Tractor Case Ih Magnum 290 4Wd Dual Año 2012;160000;U$;Case IH;290;290.0;2012.0;A Convenir.;Arias, Córdoba;Usado;"Tractor Case IH Magnum 290 - Cl&aacute;sico de Potencia (2012) Tractor Case IH Magnum 290 del a&ntilde;o 2012. Un &iacute;cono de potencia y confiabilidad con 290 HP. Con tracci&oacute;n 4WD y rodado dual trasero, este tractor articulado es un compa&ntilde;ero ideal para siembra, labranza y trabajos pesados. Equipado con piloto autom&aacute;tico y con s&oacute;lo 12.000 horas de uso. Se encuentra en muy buen estado. La cabina del Magnum es reconocida por su confort y visibilidad. 💡 Puntos Destacados: Modelo: Case IH Magnum 290 A&ntilde;o: 2012 | Horas: 12.000 hs Potencia: 290 HP Tracci&oacute;n: 4WD (Doble) | Chasis: Articulado Rodado: Dual Trasero Tecnolog&iacute;a: Piloto Autom&aacute;tico Estado: Muy Bueno";160000.0
Agrofy;https://www.agrofy.com.ar/tractor-chery-by-lion-rk404-4x4-compacto.html;Tractor Chery By Lion Rk404 - 4X4;17400;U$;Chery;Rk404;45.0;;Financiado, Cheques.;Don Torcuato, Buenos Aires;Nuevo;"Tractor Chery BY Lion RK404 - Compacto (nuevo modelo) Traccion 4x4 Doble salida hidraulica Tres puntos Diesel de 4 cilindros Inyeccion directa - Refrigerado por agua - Tecnolog&iacute;a Perkins Motor: 45 HP Freno Principal: Disco en ba&ntilde;o de aceite N&uacute;mero de marchas: 8F / 8R Posee barra de seguridad antivuelco Con techo Con garant&iacute;a de 18 meses o 1.500 Hs. Comercializa American Agro SRL";17400.0
Agrofy;https://www.agrofy.com.ar/tractor-massey-ferguson-4292-pala-omar-martin.html;Tractor Massey Ferguson 4292 Pala Omar Martin;52000;U$;Massey Ferguson;4292;127.0;2013.0;A Convenir.;San Andres de Giles, Buenos Aires;Usado;"Tractor Massey Ferguson 4292 + Pala Omar Martin A&ntilde;o 2013 | 13.000 hs Potencia: 127 HP Con pala frontal marca Omar Martin Ubicaci&oacute;n: San Andr&eacute;s de Giles, Buenos Aires U$S 52.000 Contacto directo: 2364-325318 Forma de pago: &iexcl;A convenir! Ideal para contratistas, campos mixtos o trabajos intensivos. Massey: garant&iacute;a de fuerza y durabilidad. #lpmagro #tractormassey #MaquinariaAgricola #campoargentino #tractoresusados #masseyferguson #agroventas #palaomarmartin #ventadecampos #agromaquinarias #productoragropecuario #sanandresdegiles #agromarket";52000.0
Agrofy;https://www.agrofy.com.ar/tractor-valtra-a750-f-30-de-agosto.html;Tractor Valtra A750F 80 Hp Nuevo Doble Tracción;68284;U$;Valtra;A750F;80.0;;A Convenir.;30 de Agosto, Córdoba;Nuevo;"Tractor Valtra A750 F, de la L&iacute;nea A Frutero, con motor AGCO Power 320 DS turbodi&eacute;sel 3.3 (3 cilindros, 3.300 cc, 80 HP, 296 Nm), tracci&oacute;n 4&times;2/4&times;4, transmisi&oacute;n sincronizada convencional (8+4 velocidades), m&aacute;s opcionales con reductor (12+8), multiplicador (16+8) o inversor (12+12), embrague mec&aacute;nico con doble disco independiente (295 mm). TDP independiente de accionamiento hidr&aacute;ulico (540 rpm), sistema hidr&aacute;ulico con bomba de 40 litros/minuto (180 kgf/cm2), levante de 3 puntos Categor&iacute;a II (3.135 kgf en ojal) y dos v&aacute;lvulas de doble acci&oacute;n, direcci&oacute;n hidrost&aacute;tica, frenos multidisco en ba&ntilde;o de aceite de accionamiento mec&aacute;nico. Tanque de combustible de 79 litros, rodados delanteros 750&times;16 (800x18R en 4&times;4), rodados traseros 14.9x28R y plataforma integrada con arco de seguridad. Presenta un peso m&aacute;ximo de 3.378 Kg, con 4,37 metros de largo (2,18 metros de distancia entre ejes), 2,47 metros de alto (265 mm de despeje), 1,49 metro de ancho y trocha trasera de 920/1.399 mm.";68284.0
Agrofy;https://www.agrofy.com.ar/tractor-valtra-a750-374743.html;Tractor Valtra A750;59559;U$;Valtra;A750;80.0;;Entrega + Financiación, Acepta canje, Tasa en Dólares, A Convenir.;Isla Verde, Córdoba;Nuevo;TRACTOR NUEVO, MARCA VALTRA, MODELO A 750 DOBLE TRACCION. * MOTOR AGCO POWER 3300 Cm3 * 3 CILINDROS TURBO * 80 Hp * TOMA DE FUERZA INDEPENDIENTE 540 RPM y 540 E * CAUDAL HIDRAULICO DE 58 Lts. * DOS (2) VALVULAS DE CONTRO REMOTO * CAJA DE 8 MARCHAS DE AVANCES Y 4 DE RETROCESO * DOBLE TRACCION / RODADO TRASERO 18.4 x 34 / DELANTERO 14.9 x 24 * TRES PUNTOS 3860 Kg.;59559.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-900e-a-o-1978-con-levante-hidraulico.html;Tractor Fiat 900E Año 1978 Con Levante Hidráulico;18000;U$;Fiat;900E;;1978.0;Acepta canje, A Convenir.;Arrecifes, Buenos Aires;Usado;"Tractor FIAT 900E a&ntilde;o 1978 con levante hidr&aacute;ulico, direcci&oacute;n hidr&aacute;ulica, en buen estado general.";18000.0
Agrofy;https://www.agrofy.com.ar/tractor-jd-5425-85-hp-pala-cabina-a-o-2008.html;Tractor Jd 5425 85 Hp Pala Cabina Año 2008;60000;U$;John Deere;5425;85.0;2008.0;A Convenir.;San Jorge, Santa Fe;Usado;"John Deere 5425 con pala frontal &ndash; A&ntilde;o 2008 ✔️ Motor de 85 HP ✔️ Doble tracci&oacute;n (4x4) ✔️ Cabina original en excelente estado ✔️ Sistema hidr&aacute;ulico completo ✔️ Levante de 3 puntos ✔️ Horas: 18.000 &ndash; Mantenimiento al d&iacute;a ✔️ Rodado: Del. 11.2x24 | Tras. 16.9/14x30 ✔️ Estado general: Muy bueno Consultanos y te asesoramos al instante con nuestros beneficios.";60000.0
Agrofy;https://www.agrofy.com.ar/tractor-agco-allis-6-190-a-o-2014-8600hs.html;Tractor Agco Allis 6.190 Año 2014 8600Hs;83000;U$;Agco Allis;6190;;2014.0;Entrega + Financiación, Financiado, A Convenir.;La Carlota, Córdoba;Usado;"Tractor Agco Allis 6.190 &ndash; A&ntilde;o 2014 &ndash; 8600hs Cabina original Piloto autom&aacute;tico Trimble 750 Listo para trabajar Ubicaci&oacute;n: La Carlota, C&oacute;rdoba Valor: U$S 83.000 Financiaci&oacute;n: 50% + 2 semestres Consultas: 2364-325318 Una oportunidad ideal para contratistas y productores que buscan rendimiento y confiabilidad. #lpmagro #tractor #tractores #agcoallis #maquinariaagricola #campo #Agricultura #tractoragricola #tractorventa #tractorusado #tractorlife #farmlife #argentinaagro #cosecha #Agricultor #productores #contratistas";83000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-8430-215hp-usado.html;Tractor John Deere 8430 215 HP año 1982 Usado;55000;U$;John Deere;8430;215.0;1982.0;A Convenir.;General Cabrera, Córdoba;Usado;"Tractor John Deere 8430 215 HP a&ntilde;o 1982 Usado Tractor agr&iacute;cola de 215 HP con toma de potencia vers&aacute;til (1000 RPM + adaptador 540 RPM). A&ntilde;o 1982, en condici&oacute;n usada. 💡 Especificaciones T&eacute;cnicas: Marca: John Deere Modelo: 8430 Condici&oacute;n: Usado (A&ntilde;o 1982) Potencia: 215 HP Toma de fuerza: 1000 RPM (con adaptador para 540 RPM) Tracci&oacute;n: Doble (4x4) Tipo: Tractor vers&aacute;til para m&uacute;ltiples labores ✅ Caracter&iacute;sticas Destacadas: Potencia robusta (215 HP) para implementos demandantes Toma de fuerza dual (1000 RPM + adaptador 540 RPM) para compatibilidad con equipos antiguos y modernos Dise&ntilde;o John Deere confiable y de f&aacute;cil mantenimiento Ideal para labranza, siembra, pulverizaci&oacute;n y transporte 💰 Condici&oacute;n Comercial: El precio no incluye IVA Perfectos para productores que buscan tractores funcionales y econ&oacute;micos para labores diarias en campos medianos. El John Deere ofrece potencia y versatilidad, mientras el Zanello es una opci&oacute;n accesible para tareas b&aacute;sicas.";55000.0
Agrofy;https://www.agrofy.com.ar/tractor-tr85-4wd-80hp.html;Tractor Tr85 4Wd 80Hp;34800;U$;Hanomag;Tr85;80.0;;Efectivo, A Convenir.;Villaguay, Entre Ríos;Nuevo;"Potente y eficiente para enfrentar los desaf&iacute;os de tu d&iacute;a a d&iacute;a. Con 80HP de potencia, 4 salidas hidr&aacute;ulicas, tracci&oacute;n 4x4 y levante de 3 puntos. El tractor agr&iacute;cola TR85 elevar&aacute; tu trabajo agr&iacute;cola a un nuevo nivel. &iexcl;Aprovecha nuestra promoci&oacute;n y adqui&eacute;relo hoy! Adem&aacute;s ofrece con: &bull; Gran pantalla/visor de c&aacute;mara de retroceso con gran definici&oacute;n y brillo. &bull; Joystick ergon&oacute;mico. &bull; Confort y seguridad. &bull; SIN AIRE &bull; Transmisi&oacute;n Integral 4WD Servicios y Productos Tzadik, 💲 EL MEJOR PRECIO 💲 Consultanos por opciones de financiaci&oacute;n y stock❗ Whatsappeate con nuestro representante m&aacute;s cercano: 👉 #RESISTENCIA 📱 +54 9 362 462-0042 👉 #S&Aacute;ENZPE&Ntilde;A 📱 +54 9 364 422-2208 👉 #CORRIENTES 📱 +54 9 3764 22-9506 👉 #MISIONES📱 +54 9 3764 65-1520 👉 #ENTRERIOS📱 +54 9 345 545-8010 Servicios y Productos #Tzadik 🌐 www.tzadik.com.ar";34800.0
Agrofy;https://www.agrofy.com.ar/nuevo-tractor-hanomag-ka304.html;Nuevo Tractor Hanomag Ka304;10000;U$;Hanomag;Ka304;30.0;;Cheques.;Resistencia, Chaco;Nuevo;"🆕 ENTREGA INMEDIATA 🆕 Conoc&eacute; lo nuevo de Hanomag! Tractor HANOMAG KA304 ✔️Motor: HANOMAG de 30HP ✔️Enganche de 3 puntos ✔️Tracci&oacute;n 4WD. ✔️Rodado: Trasero 18,4-30. ✔️Rodado: Delantero 5-12 ✔️Peso operativo 620kg 📦 Capacitaci&oacute;n + Service + Repuestos 🚚 &iexcl;Env&iacute;os a todo el pa&iacute;s! 💰 Financiaci&oacute;n en PESOS ⚡ Entrega inmediata 📲 Consultanos ahora 👉 𝗧𝗭𝗔𝗗𝗜𝗞 &ndash; 𝗘𝗟 𝗠𝗘𝗝𝗢𝗥 𝗣𝗥𝗘𝗖𝗜𝗢 𝗗𝗘𝗟 𝗠𝗘𝗥𝗖𝗔𝗗𝗢";10000.0
Agrofy;https://www.agrofy.com.ar/tractor-kubota-b2320-japones-23hp-parquero-4x4-promo.html;Tractor Kubota B2401 25 HP Nuevo Tracción Doble;15820;U$;Kubota;B2401;25.0;;A Convenir.;General Rodríguez, Buenos Aires;Nuevo;"AMG VIAL Somos una empresa con m&aacute;s de 35 a&ntilde;os de experiencia, dedicada a la comercializaci&oacute;n de Maquinaria Vial, Agr&iacute;cola y de Log&iacute;stica. Representamos marcas l&iacute;deres en cada una de las l&iacute;neas en las que trabajamos como KUBOTA en Tractores, HYVA en Hidrogruas, y LONKING en Maquinas Viales. Brindamos un servicio integral de Garant&iacute;a, Post-Venta y Repuestos. &iexcl;Los invitamos a conocer nuestra l&iacute;nea completa de equipos!!! &raquo; TRACTOR KUBOTA B2401 Tractor de origen japon&eacute;s ensamblado en Argentina. Ideal para uso en invernaderos, productores de frutas y hortalizas. Sencillez operacional, bajo costo de mantenimiento y durabilidad son sus principales atributos. CARACTER&Iacute;STICAS: &bull; Motor Kubota diesel &bull; 3 Cilindros &bull; 24 (HP) de potencia &bull; Tracci&oacute;n 4x4 &bull; Transmisi&oacute;n 9 avance & 3 retroceso &bull; Toma de fuerza 540 & 960 RPM &bull; 3 puntos con capacidad de 630 kg &bull; 2 V&aacute;lvulas de control remoto (opcional) &bull; Direcci&oacute;n asistida &bull; Ancho min 1.115 (mm) &bull; Radio de giro 2,10 (mts) &bull; Opcional RUEDAS AGR&Iacute;COLAS &raquo; GARANT&Iacute;A: 24 meses o 1500 horas !!! + SERVICIO T&Eacute;CNICO en todo el Pa&iacute;s + Contamos con stock permanente de REPUESTOS. &raquo; FORMA DE PAGO: Consultar por financiaci&oacute;n sin inter&eacute;s. &raquo; CONTACTO &brvbar; UBICACI&Oacute;N Su Consulta No Molesta. D&eacute;jenos un tel&eacute;fono de contacto, y un asesor comercial se pondr&aacute; en contacto. * Ubicaci&oacute;n: General Rodriguez y Monte Grande, Esteban Echeverr&iacute;a.";15820.0
Agrofy;https://www.agrofy.com.ar/jhon-deere-6190j.html;Jhon Deere 6190J;170;U$;John Deere;6190J;;2024.0;A Convenir.;Fulton, Buenos Aires;Nuevo;"Vendo tractor John Deere 6190J modelo 2024 en estado impecable. Tiene solo 350 horas reales de uso. Est&aacute; pr&aacute;cticamente nuevo, sin patentar, listo para transferir. Equipado con piloto autom&aacute;tico y duales. Ideal para productores que buscan una m&aacute;quina confiable, potente y con la tecnolog&iacute;a de &uacute;ltima generaci&oacute;n que ofrece John Deere. Se entrega tal como est&aacute;, en excelentes condiciones y con toda la documentaci&oacute;n al d&iacute;a. Ubicaci&oacute;n: Tandil, Bs As Consultas por mensaje privado.";170.0
Agrofy;https://www.agrofy.com.ar/deutz-fahr-ax120-con-tres-puntos.html;Tractor Deutz Fahr Ax120 Con Tres Puntos Usado;20000;U$;Deutz- Fahr;Ax120;120.0;;Efectivo, Transferencia, Acepta canje, Financiado, Cheques, A Convenir.;Charata, Chaco;Usado;"DEUTZ FAHR AX120 CON MOTOR DEUTZ 120 HP, RODADO 18-4x34, SIN CABINA, CON TRES PUNTOS, DOBLE SALIDA HIDR&Aacute;ULICA Y TOMA DE FUERZA. Precio + IVA 10,5%.";20000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-6500-a-o-1996-con-tres-puntos.html;Tractor John Deere 6500 Año 1996 Con Tres Puntos;34000;U$;John Deere;6500;120.0;1996.0;Entrega + Financiación, Cheques, A Convenir.;Charata, Chaco;Usado;"TRACTOR JOHN DEERE 6500 A&Ntilde;O 1996, TRACCI&Oacute;N SIMPLE, MOTOR JOHN DEERE 120 HP, CON ROD. 15-5x38"" CON PONCHO, TECHO PARASOL, SALIDA HIDR&Aacute;ULICA, TOMA DE FUERZA INDEPENDIENTE Y TRES PUNTOS. DISPONIBLE PARA ENTREGA INMEDIATA. MUY BUEN ESTADO GENERAL. PRECIO M&Aacute;S IVA 10,5%.";34000.0
